GeneID	Symbol	EnsemblGeneID
200420	ALMS1P1	ENSG00000290727
51471	NAT8B	ENSG00000204872
51002	TPRKB	ENSG00000144034
8446	DUSP11	ENSG00000144048
388960	C2orf78	ENSG00000187833
10617	STAMBP	ENSG00000124356
112268419	LOC112268419	ENSG00000286244
72	ACTG2	ENSG00000163017
1716	DGUOK	ENSG00000114956
200424	TET3	ENSG00000187605
388962	BOLA3	ENSG00000163170
100507171	BOLA3-DT	ENSG00000225439
55233	MOB1A	ENSG00000114978
10797	MTHFD2	ENSG00000065911
57835	SLC4A5	ENSG00000188687
1639	DCTN1	ENSG00000204843
100189589	DCTN1-AS1	ENSG00000237737
388963	C2orf81	ENSG00000284308
84058	WDR54	ENSG00000005448
6242	RTKN	ENSG00000114993
100532735	INO80B-WBP1	ENSG00000274049
83444	INO80B	ENSG00000115274
23559	WBP1	ENSG00000239779
7841	MOGS	ENSG00000115275
116540	MRPL53	ENSG00000204822
84865	CCDC142	ENSG00000135637
64427	TTC31	ENSG00000115282
85474	LBX2	ENSG00000179528
151534	LBX2-AS1	ENSG00000257702
84759	PCGF1	ENSG00000115289
3196	TLX2	ENSG00000115297
165545	DQX1	ENSG00000144045
550	AUP1	ENSG00000115307
27429	HTRA2	ENSG00000115317
84695	LOXL3	ENSG00000115318
1796	DOK1	ENSG00000115325
130951	M1AP	ENSG00000159374
10505	SEMA4F	ENSG00000135622
102724482	LOC102724482	ENSG00000287687
3099	HK2	ENSG00000159399
102724515	LINC01291	ENSG00000204792
56655	POLE4	ENSG00000115350
6869	TACR1	ENSG00000115353
100846995	MIR5000	ENSG00000263909
105374811	LOC105374811	ENSG00000270571
84141	EVA1A	ENSG00000115363
101927884	EVA1A-AS	ENSG00000231172
9801	MRPL19	ENSG00000115364
6936	GCFC2	ENSG00000005436
80059	LRRTM4	ENSG00000176204
101927907	LRRTM4-AS1	ENSG00000234653
101927926	LINC01851	ENSG00000233605
101927948	LOC101927948	ENSG00000229494
130120	REG3G	ENSG00000143954
5968	REG1B	ENSG00000172023
5967	REG1A	ENSG00000115386
5068	REG3A	ENSG00000172016
1496	CTNNA2	ENSG00000066032
100422888	MIR4264	ENSG00000266436
102465877	MIR8080	ENSG00000276917
347730	LRRTM1	ENSG00000162951
101928031	LINC01809	ENSG00000232548
8802	SUCLG1	ENSG00000163541
1768	DNAH6	ENSG00000115423
129293	TRABD2A	ENSG00000186854
105374836	LOC105374836	ENSG00000186854
9168	TMSB10	ENSG00000034510
56888	KCMF1	ENSG00000176407
100996478	LINC01964	ENSG00000260840
83439	TCF7L1	ENSG00000152284
100874334	TCF7L1-IT1	ENSG00000231134
10618	TGOLN2	ENSG00000152291
54884	RETSAT	ENSG00000042445
84173	ELMOD3	ENSG00000115459
822	CAPG	ENSG00000042493
284948	SH2D6	ENSG00000152292
100630918	PARTICL	ENSG00000286532
4144	MAT2A	ENSG00000168906
2677	GGCX	ENSG00000115486
8673	VAMP8	ENSG00000118640
10791	VAMP5	ENSG00000168899
51255	RNF181	ENSG00000168894
129303	TMEM150A	ENSG00000168890
10713	USP39	ENSG00000168883
388969	C2orf68	ENSG00000168887
6439	SFTPB	ENSG00000168878
10578	GNLY	ENSG00000115523
84913	ATOH8	ENSG00000168874
102466516	MIR6071	ENSG00000278783
8869	ST3GAL5	ENSG00000115525
25885	POLR1A	ENSG00000068654
55037	PTCD3	ENSG00000132300
692225	SNORD94	ENSG00000208772
10989	IMMT	ENSG00000132305
100616159	MIR4779	ENSG00000265420
51318	MRPL35	ENSG00000132313
65055	REEP1	ENSG00000068615
55818	KDM3A	ENSG00000115548
100526767	RNF103-CHMP3	ENSG00000249884
51652	CHMP3	ENSG00000115561
105374845	CHMP3-AS1	ENSG00000228363
7844	RNF103	ENSG00000239305
64795	RMND5A	ENSG00000153561
925	CD8A	ENSG00000153563
926	CD8B	ENSG00000172116
400966	RGPD1	ENSG00000187627
5343	PLGLB1	ENSG00000183281
285074	ANAPC1P2	ENSG00000285793
102724642	LOC102724642	ENSG00000204745
100616370	MIR4771-1	ENSG00000264793
112597	CYTOR	ENSG00000222041
100616499	MIR4435-1	ENSG00000265507
730268	ANAPC1P4	ENSG00000234231
5342	PLGLB2	ENSG00000125551
729857	RGPD2	ENSG00000185304
51315	KRCC1	ENSG00000172086
150572	SMYD1	ENSG00000115593
100616447	MIR4780	ENSG00000265003
2168	FABP1	ENSG00000163586
55258	THNSL2	ENSG00000144115
344167	FOXI3	ENSG00000214336
200523	TEX37	ENSG00000172073
101928371	LOC101928371	ENSG00000225420
9451	EIF2AK3	ENSG00000172071
101928403	EIF2AK3-DT	ENSG00000234028
22934	RPIA	ENSG00000153574
645784	ANKRD36BP2	ENSG00000291127
100616399	MIR4436A	ENSG00000265510
3514	IGKC	ENSG00000211592
28946	IGKJ5	ENSG00000211593
28947	IGKJ4	ENSG00000211594
28948	IGKJ3	ENSG00000211595
28949	IGKJ2	ENSG00000211596
28950	IGKJ1	ENSG00000211597
28908	IGKV4-1	ENSG00000211598
28907	IGKV5-2	ENSG00000211599
28929	IGKV2-4	ENSG00000253435
28299	IGKV1-5	ENSG00000243466
28943	IGKV1-6	ENSG00000239855
28915	IGKV3-7	ENSG00000243063
28942	IGKV1-8	ENSG00000240671
28941	IGKV1-9	ENSG00000241755
28928	IGKV2-10	ENSG00000253278
28914	IGKV3-11	ENSG00000241351
28940	IGKV1-12	ENSG00000243290
28939	IGKV1-13	ENSG00000253497
28913	IGKV3-15	ENSG00000244437
28938	IGKV1-16	ENSG00000240864
28937	IGKV1-17	ENSG00000240382
28926	IGKV2-18	ENSG00000254157
28925	IGKV2-19	ENSG00000253732
28912	IGKV3-20	ENSG00000239951
28906	IGKV6-21	ENSG00000211611
28936	IGKV1-22	ENSG00000253578
28923	IGKV2-24	ENSG00000241294
28922	IGKV2-26	ENSG00000254098
28935	IGKV1-27	ENSG00000244575
28921	IGKV2-28	ENSG00000244116
28920	IGKV2-29	ENSG00000253998
28919	IGKV2-30	ENSG00000243238
28933	IGKV1-33	ENSG00000242076
28909	IGKV3-34	ENSG00000253860
28918	IGKV2-36	ENSG00000253487
28931	IGKV1-37	ENSG00000239862
28917	IGKV2-38	ENSG00000253592
28930	IGKV1-39	ENSG00000242371
28916	IGKV2-40	ENSG00000273962
107985911	LOC107985911	ENSG00000290846
28878	IGKV2D-40	ENSG00000251039
28893	IGKV1D-39	ENSG00000251546
28879	IGKV2D-38	ENSG00000254009
28894	IGKV1D-37	ENSG00000250036
28880	IGKV2D-36	ENSG00000253127
28896	IGKV1D-33	ENSG00000239975
28897	IGKV1D-32	ENSG00000253191
28881	IGKV2D-30	ENSG00000239571
28882	IGKV2D-29	ENSG00000243264
28883	IGKV2D-28	ENSG00000242534
28884	IGKV2D-26	ENSG00000211623
28885	IGKV2D-24	ENSG00000241566
28899	IGKV1D-22	ENSG00000253365
28870	IGKV6D-21	ENSG00000225523
28874	IGKV3D-20	ENSG00000211625
28887	IGKV2D-19	ENSG00000253765
28888	IGKV2D-18	ENSG00000254220
28869	IGKV6D-41	ENSG00000211626
28900	IGKV1D-17	ENSG00000242766
28901	IGKV1D-16	ENSG00000241244
28875	IGKV3D-15	ENSG00000224041
28902	IGKV1D-13	ENSG00000276566
28903	IGKV1D-12	ENSG00000278857
28876	IGKV3D-11	ENSG00000211632
28892	IGKV1D-42	ENSG00000211633
28891	IGKV1D-43	ENSG00000242580
28904	IGKV1D-8	ENSG00000239819
28877	IGKV3D-7	ENSG00000228325
100133920	LOC100133920	ENSG00000290941
100509620	AQP7B	ENSG00000259916
90499	FAM95A	ENSG00000289811
729171	ANKRD20A8P	ENSG00000229089
442028	LOC442028	ENSG00000291025
150483	TEKT4	ENSG00000163060
4118	MAL	ENSG00000172005
64969	MRPS5	ENSG00000144029
84874	ZNF514	ENSG00000144026
7549	ZNF2	ENSG00000275111
150696	PROM2	ENSG00000155066
30818	KCNIP3	ENSG00000115041
51011	FAHD2A	ENSG00000115042
653192	TRIM43B	ENSG00000144010
129868	TRIM43	ENSG00000144015
400986	ANKRD36C	ENSG00000174501
150763	GPAT2	ENSG00000186281
151	ADRA2B	ENSG00000274286
431705	ASTL	ENSG00000188886
1844	DUSP2	ENSG00000158050
56910	STARD7	ENSG00000084090
55654	TMEM127	ENSG00000135956
9391	CIAO1	ENSG00000144021
23020	SNRNP200	ENSG00000144028
150771	ITPRIPL1	ENSG00000198885
23397	NCAPH	ENSG00000121152
93082	NEURL3	ENSG00000163121
105373496	LOC105373496	ENSG00000235480
10865	ARID5A	ENSG00000196843
55683	KANSL3	ENSG00000114982
90342	FER1L5	ENSG00000249715
81562	LMAN2L	ENSG00000114988
26504	CNNM4	ENSG00000158158
100422928	MIR3127	ENSG00000264157
100506036	CNNM3-DT	ENSG00000273265
26505	CNNM3	ENSG00000168763
200539	ANKRD23	ENSG00000163126
51239	ANKRD39	ENSG00000213337
54910	SEMA4C	ENSG00000168758
51252	FAM178B	ENSG00000168754
151313	FAHD2B	ENSG00000144199
375248	ANKRD36	ENSG00000135976
57730	ANKRD36B	ENSG00000196912
1329	COX5B	ENSG00000135940
10120	ACTR1B	ENSG00000115073
728537	C2orf92	ENSG00000228486
7535	ZAP70	ENSG00000115085
23505	TMEM131	ENSG00000075568
200403	VWA3B	ENSG00000168658
1261	CNGA3	ENSG00000144191
3631	INPP4A	ENSG00000040933
493753	COA5	ENSG00000183513
25972	UNC50	ENSG00000115446
11320	MGAT4A	ENSG00000071073
101927070	LINC02611	ENSG00000226791
343990	CRACDL	ENSG00000196872
80705	TSGA10	ENSG00000135951
150590	C2orf15	ENSG00000273045
51601	LIPT1	ENSG00000144182
129531	MITD1	ENSG00000158411
51263	MRPL30	ENSG00000185414
254773	LYG2	ENSG00000185674
129530	LYG1	ENSG00000144214
10190	TXNDC9	ENSG00000115514
9669	EIF5B	ENSG00000158417
51455	REV1	ENSG00000135945
3899	AFF3	ENSG00000144218
150577	LINC01104	ENSG00000232084
164832	LONRF2	ENSG00000170500
9486	CHST10	ENSG00000115526
129521	NMS	ENSG00000204640
79031	PDCL3	ENSG00000115539
105373507	LINC01849	ENSG00000234988
105373508	LOC105373508	ENSG00000286737
4862	NPAS2	ENSG00000170485
6160	RPL31	ENSG00000071082
11138	TBC1D8	ENSG00000204634
100506286	TBC1D8-AS1	ENSG00000272902
55571	CNOT11	ENSG00000158435
284996	RNF149	ENSG00000163162
692205	SNORD89	ENSG00000212283
100847007	MIR5696	ENSG00000264857
200407	CREG2	ENSG00000175874
731220	RFX8	ENSG00000196460
105373514	LOC105373514	ENSG00000286101
9448	MAP4K4	ENSG00000071054
7850	IL1R2	ENSG00000115590
3554	IL1R1	ENSG00000115594
8808	IL1RL2	ENSG00000115598
9173	IL1RL1	ENSG00000115602
8809	IL18R1	ENSG00000115604
8807	IL18RAP	ENSG00000115607
100616157	MIR4772	ENSG00000264764
389015	SLC9A4	ENSG00000180251
6549	SLC9A2	ENSG00000115616
84804	MFSD9	ENSG00000135953
130827	TMEM182	ENSG00000170417
105373519	LINC01935	ENSG00000224095
101927331	LINC01831	ENSG00000225765
150568	LINC01102	ENSG00000235597
101927360	LINC01103	ENSG00000234781
105373524	LOC105373524	ENSG00000231626
105373525	LOC105373525	ENSG00000236109
105373526	LOC105373526	ENSG00000230690
101927383	LOC101927383	ENSG00000228528
284998	LINC01114	ENSG00000234177
100506421	PANTR1	ENSG00000233639
5455	POU3F3	ENSG00000198914
102682016	LINC01159	ENSG00000229743
102724691	MRPS9-AS2	ENSG00000224509
64965	MRPS9	ENSG00000135972
101927492	MRPS9-AS1	ENSG00000231851
105373984	LINC01918	ENSG00000226508
11250	GPR45	ENSG00000135973
9392	TGFBRAP1	ENSG00000135966
79074	C2orf49	ENSG00000135974
2274	FHL2	ENSG00000115641
8440	NCK2	ENSG00000071051
84417	ECRG4	ENSG00000119147
80146	UXS1	ENSG00000115652
285189	PLGLA	ENSG00000291125
653489	RGPD3	ENSG00000153165
927	CD8B2	ENSG00000254126
84620	ST6GAL2	ENSG00000144057
105373538	LINC01885	ENSG00000237880
105373537	LINC01886	ENSG00000224568
104326057	GACAT1	ENSG00000232991
729121	RGPD4-AS1	ENSG00000230651
285190	RGPD4	ENSG00000196862
60482	SLC5A7	ENSG00000115665
107178918	LINC01593	ENSG00000231221
442038	SULT1C3	ENSG00000196228
6819	SULT1C2	ENSG00000198203
151234	SULT1C5P	ENSG00000290794
27233	SULT1C4	ENSG00000198075
9648	GCC2	ENSG00000135968
644903	GCC2-AS1	ENSG00000214184
3987	LIMS1	ENSG00000169756
106182118	LIMS1-AS1	ENSG00000228763
5903	RANBP2	ENSG00000153201
165055	CCDC138	ENSG00000163006
10913	EDAR	ENSG00000135960
344558	SH3RF3	ENSG00000172985
100422863	MIR4265	ENSG00000264934
100423027	MIR4266	ENSG00000265965
151011	SEPTIN10	ENSG00000186522
65124	SOWAHC	ENSG00000198142
84220	RGPD5	ENSG00000015568
100271835	LIMS3-LOC440895	ENSG00000284337
96626	LIMS3	ENSG00000256977
440895	LOC440895	ENSG00000290731
440894	LINC01123	ENSG00000204588
100422994	MIR4267	ENSG00000265682
7851	MALL	ENSG00000144063
100616123	MIR4436B1	ENSG00000264979
4867	NPHP1	ENSG00000144061
205251	MTLN	ENSG00000175701
100507334	LOC100507334	ENSG00000290732
100847033	MIR4436B2	ENSG00000263881
100288695	LIMS4	ENSG00000256671
100288570	LOC100288570	ENSG00000290733
729540	RGPD6	ENSG00000183054
699	BUB1	ENSG00000169679
55289	ACOXL	ENSG00000153093
400997	ACOXL-AS1	ENSG00000204581
10018	BCL2L11	ENSG00000153094
541471	MIR4435-2HG	ENSG00000172965
100616341	MIR4435-2	ENSG00000266139
64682	ANAPC1	ENSG00000153107
100616165	MIR4771-2	ENSG00000266063
10461	MERTK	ENSG00000153208
84910	TMEM87B	ENSG00000153214
129804	FBLN7	ENSG00000144152
84524	ZC3H8	ENSG00000144161
376940	ZC3H6	ENSG00000188177
727851	RGPD8	ENSG00000169629
150465	TTL	ENSG00000114999
84172	POLR1B	ENSG00000125630
84269	CHCHD5	ENSG00000125611
6574	SLC20A1	ENSG00000144136
284958	NT5DC4	ENSG00000144130
150468	CKAP2L	ENSG00000169607
3552	IL1A	ENSG00000115008
3553	IL1B	ENSG00000125538
27178	IL37	ENSG00000125571
56300	IL36G	ENSG00000136688
27179	IL36A	ENSG00000136694
27177	IL36B	ENSG00000136696
26525	IL36RN	ENSG00000136695
84639	IL1F10	ENSG00000136697
3557	IL1RN	ENSG00000136689
23550	PSD4	ENSG00000125637
7849	PAX8	ENSG00000125618
654433	PAX8-AS1	ENSG00000189223
107985936	LOC107985936	ENSG00000289035
150472	ZNG1B	ENSG00000136682
200350	FOXD4L1	ENSG00000184492
103344932	PGM5P4-AS1	ENSG00000231943
654412	FAM138B	ENSG00000226516
100302128	MIR1302-3	ENSG00000221055
375260	WASH2P	ENSG00000291134
11159	RABL2A	ENSG00000144134
80255	SLC35F5	ENSG00000115084
100616208	MIR4782	ENSG00000265429
10096	ACTR3	ENSG00000115091
440900	LINC01191	ENSG00000234199
57628	DPP10	ENSG00000175497
101927591	DPP10-AS3	ENSG00000231538
105373575	LOC105373575	ENSG00000286776
389023	DPP10-AS1	ENSG00000235026
8886	DDX18	ENSG00000088205
54520	CCDC93	ENSG00000125633
51141	INSIG2	ENSG00000125629
100506797	THORLNC	ENSG00000226856
2019	EN1	ENSG00000163064
8685	MARCO	ENSG00000019169
165257	C1QL2	ENSG00000144119
55240	STEAP3	ENSG00000115107
100874111	STEAP3-AS1	ENSG00000229867
130355	C2orf76	ENSG00000186132
1622	DBI	ENSG00000155368
140738	TMEM37	ENSG00000171227
6344	SCTR	ENSG00000080293
107105282	SCTR-AS1	ENSG00000231013
200373	CFAP221	ENSG00000163075
80775	TMEM177	ENSG00000144120
5775	PTPN4	ENSG00000088179
57669	EPB41L5	ENSG00000115109
79134	TMEM185B	ENSG00000226479
5899	RALB	ENSG00000144118
3625	INHBB	ENSG00000163083
84931	LINC01101	ENSG00000280409
2736	GLI2	ENSG00000074047
29842	TFCP2L1	ENSG00000115112
23332	CLASP1	ENSG00000074054
100151683	RNU4ATAC	ENSG00000264229
254128	NIFK-AS1	ENSG00000236859
84365	NIFK	ENSG00000155438
7247	TSN	ENSG00000211460
101927801	LINC01823	ENSG00000224655
107985818	LINC01826	ENSG00000232740
107985820	CNTNAP5-DT	ENSG00000228400
129684	CNTNAP5	ENSG00000155052
105373600	LINC01941	ENSG00000226813
2995	GYPC	ENSG00000136732
101929926	TEX51	ENSG00000237524
274	BIN1	ENSG00000136717
339761	CYP27C1	ENSG00000186684
2071	ERCC3	ENSG00000163161
10746	MAP3K2	ENSG00000169967
5624	PROC	ENSG00000115718
100616187	MIR4783	ENSG00000264075
55677	IWS1	ENSG00000163166
4648	MYO7B	ENSG00000169994
55679	LIMS2	ENSG00000072163
2840	GPR17	ENSG00000144230
55339	WDR33	ENSG00000136709
84826	SFT2D3	ENSG00000173349
5433	POLR2D	ENSG00000144231
83607	AMMECR1L	ENSG00000144233
79595	SAP130	ENSG00000136715
56886	UGGT1	ENSG00000136731
9394	HS6ST1	ENSG00000136720
151121	LINC01854	ENSG00000204460
105373615	LINC02572	ENSG00000229536
389033	PLAC9P1	ENSG00000291116
101927924	LINC01856	ENSG00000237574
100131320	RAB6C-AS1	ENSG00000290615
84084	RAB6C	ENSG00000222014
440905	FAR2P1	ENSG00000286058
728378	POTEF	ENSG00000196604
285103	MED15P9	ENSG00000290707
91409	CCDC74B	ENSG00000152076
55627	SMPD4	ENSG00000136699
80097	MZT2B	ENSG00000152082
112714	TUBA3E	ENSG00000152086
84317	CCDC115	ENSG00000136710
92856	IMP4	ENSG00000136718
26469	PTPN18	ENSG00000072135
646802	CYP4F62P	ENSG00000290599
653269	POTEI	ENSG00000196834
653275	CFC1B	ENSG00000152093
646743	PRSS40B	ENSG00000290610
150527	PRSS40A	ENSG00000290614
55997	CFC1	ENSG00000136698
653781	POTEJ	ENSG00000222038
100132708	CYP4F30P	ENSG00000290699
344561	GPR148	ENSG00000173302
205147	AMER3	ENSG00000178171
50649	ARHGEF4	ENSG00000136002
130074	FAM168B	ENSG00000152102
55041	PLEKHB2	ENSG00000115762
445582	POTEE	ENSG00000188219
440910	LOC440910	ENSG00000290654
150786	RAB6D	ENSG00000233087
653784	MZT2A	ENSG00000173272
113457	TUBA3D	ENSG00000075886
100616378	MIR4784	ENSG00000284149
150776	SMPD4BP	ENSG00000152117
90557	CCDC74A	ENSG00000163040
101927994	LINC01087	ENSG00000224559
29798	C2orf27A	ENSG00000287151
408029	CDRT15P3	ENSG00000290618
554226	ANKRD30BL	ENSG00000163046
100313824	MIR663B	ENSG00000221288
2863	GPR39	ENSG00000183840
116372	LYPD1	ENSG00000150551
344148	NCKAP5	ENSG00000176771
101928185	NCKAP5-AS1	ENSG00000233729
101928161	NCKAP5-AS2	ENSG00000226953
4249	MGAT5	ENSG00000152127
100500878	MIR3679	ENSG00000263813
81615	TMEM163	ENSG00000152128
130013	ACMSD	ENSG00000153086
100847069	MIR5590	ENSG00000263783
905	CCNT2	ENSG00000082258
80122	MAP3K19	ENSG00000176601
22930	RAB3GAP1	ENSG00000115839
109616967	SNORA40B	ENSG00000208308
84083	ZRANB3	ENSG00000121988
23518	R3HDM1	ENSG00000048991
406915	MIR128-1	ENSG00000207654
23190	UBXN4	ENSG00000144224
3938	LCT	ENSG00000115850
100507600	LCT-AS1	ENSG00000226806
4175	MCM6	ENSG00000076003
1615	DARS1	ENSG00000115866
7852	CXCR4	ENSG00000121966
80731	THSD7B	ENSG00000144229
3176	HNMT	ENSG00000150540
339745	SPOPL	ENSG00000144228
11249	NXPH2	ENSG00000144227
53353	LRP1B	ENSG00000168702
102465692	MIR7157	ENSG00000283506
8942	KYNU	ENSG00000115919
55843	ARHGAP15	ENSG00000075884
101928386	LOC101928386	ENSG00000232377
79712	GTDC1	ENSG00000121964
9839	ZEB2	ENSG00000169554
100303491	ZEB2-AS1	ENSG00000238057
101928455	LINC01412	ENSG00000232606
401014	TEX41	ENSG00000226674
92	ACVR2A	ENSG00000121989
5000	ORC4	ENSG00000115947
55777	MBD5	ENSG00000204406
26122	EPC2	ENSG00000135999
3800	KIF5C	ENSG00000168280
130576	LYPD6B	ENSG00000150556
130574	LYPD6	ENSG00000187123
27249	MMADHC	ENSG00000168288
101929231	MMADHC-DT	ENSG00000231969
150596	LINC01931	ENSG00000162947
105373682	LOC105373682	ENSG00000286081
105373683	LINC01817	ENSG00000231420
390	RND3	ENSG00000115963
101929260	LINC01920	ENSG00000236049
101929282	LINC02612	ENSG00000224048
375287	RBM43	ENSG00000184898
9111	NMI	ENSG00000123609
7130	TNFAIP6	ENSG00000123610
100616392	MIR4773-1	ENSG00000264684
100616418	MIR4773-2	ENSG00000283569
55183	RIF1	ENSG00000080345
4703	NEB	ENSG00000183091
26225	ARL5A	ENSG00000162980
785	CACNB4	ENSG00000182389
10254	STAM2	ENSG00000115145
114793	FMNL2	ENSG00000157827
55660	PRPF40A	ENSG00000196504
151188	ARL6IP6	ENSG00000177917
56475	RPRM	ENSG00000177519
114805	GALNT13	ENSG00000144278
100144595	LOC100144595	ENSG00000224675
3760	KCNJ3	ENSG00000162989
105373696	LOC105373696	ENSG00000230991
107985953	LOC107985953	ENSG00000286679
101929378	LINC01876	ENSG00000226383
4929	NR4A2	ENSG00000153234
2820	GPD2	ENSG00000115159
11227	GALNT5	ENSG00000136542
57471	ERMN	ENSG00000136541
9595	CYTIP	ENSG00000115165
130399	ACVR1C	ENSG00000123612
90	ACVR1	ENSG00000115170
151531	UPP2	ENSG00000007001
554201	CCDC148-AS1	ENSG00000227480
130940	CCDC148	ENSG00000153237
8502	PKP4	ENSG00000144283
100129029	PKP4-AS1	ENSG00000204380
92196	DAPL1	ENSG00000163331
85461	TANC1	ENSG00000115183
102465535	MIR6888	ENSG00000275141
151525	WDSUB1	ENSG00000196151
29994	BAZ2B	ENSG00000123636
643072	BAZ2B-AS1	ENSG00000224152
64844	MARCHF7	ENSG00000136536
100526664	LY75-CD302	ENSG00000248672
9936	CD302	ENSG00000241399
4065	LY75	ENSG00000054219
22925	PLA2R1	ENSG00000153246
3694	ITGB6	ENSG00000115221
100505984	LINC02478	ENSG00000285373
5937	RBMS1	ENSG00000153250
100616364	MIR4785	ENSG00000283734
10010	TANK	ENSG00000136560
100996579	LINC01806	ENSG00000227403
10213	PSMD14	ENSG00000115233
10716	TBR1	ENSG00000136535
57282	SLC4A10	ENSG00000144290
1803	DPP4	ENSG00000197635
101929532	LOC101929532	ENSG00000236841
2641	GCG	ENSG00000115263
2191	FAP	ENSG00000078098
64135	IFIH1	ENSG00000115267
25801	GCA	ENSG00000115271
90134	KCNH7	ENSG00000184611
101929570	KCNH7-AS1	ENSG00000237750
55137	FIGN	ENSG00000182263
2888	GRB14	ENSG00000115290
22837	COBLL1	ENSG00000082438
100337591	SNORA70F	ENSG00000206869
151258	SLC38A11	ENSG00000169507
6328	SCN3A	ENSG00000153253
6326	SCN2A	ENSG00000136531
80034	CSRNP3	ENSG00000178662
2591	GALNT3	ENSG00000115339
79809	TTC21B	ENSG00000123607
102724058	LOC102724058	ENSG00000236107
6323	SCN1A	ENSG00000144285
101929680	SCN1A-AS1	ENSG00000236107
6335	SCN9A	ENSG00000169432
6332	SCN7A	ENSG00000136546
129446	XIRP2	ENSG00000163092
8708	B3GALT1	ENSG00000172318
105616981	B3GALT1-AS1	ENSG00000235335
27347	STK39	ENSG00000198648
253782	CERS6	ENSG00000172292
100616356	MIR4774	ENSG00000265694
100861402	CERS6-AS1	ENSG00000227617
115677	NOSTRIN	ENSG00000163072
57405	SPC25	ENSG00000152253
57818	G6PC2	ENSG00000152254
8647	ABCB11	ENSG00000073734
10170	DHRS9	ENSG00000073737
4036	LRP2	ENSG00000081479
129880	BBS5	ENSG00000163093
10324	KLHL41	ENSG00000239474
79675	FASTKD1	ENSG00000138399
9360	PPIG	ENSG00000138398
129881	CFAP210	ENSG00000154479
493911	PHOSPHO2	ENSG00000144362
100526832	PHOSPHO2-KLHL23	ENSG00000213160
151230	KLHL23	ENSG00000213160
6741	SSB	ENSG00000138385
29081	METTL5	ENSG00000138382
130507	UBR3	ENSG00000144357
140469	MYO3B	ENSG00000071909
101929753	MYO3B-AS1	ENSG00000231898
101926913	ERICH2-DT	ENSG00000234350
440925	LINC01124	ENSG00000222033
389058	SP5	ENSG00000204335
285141	ERICH2	ENSG00000204334
2571	GAD1	ENSG00000128683
26003	GORASP2	ENSG00000115806
9874	TLK1	ENSG00000198586
79828	METTL8	ENSG00000123600
80067	DCAF17	ENSG00000115827
79901	CYBRD1	ENSG00000071967
1781	DYNC1I2	ENSG00000077380
8604	SLC25A12	ENSG00000115840
8520	HAT1	ENSG00000128708
254042	METAP1D	ENSG00000172878
1745	DLX1	ENSG00000144355
1746	DLX2	ENSG00000115844
104326193	DLX2-DT	ENSG00000236651
105373742	LOC105373742	ENSG00000286557
3655	ITGA6	ENSG00000091409
101929947	ITGA6-AS1	ENSG00000232788
5163	PDK1	ENSG00000152256
91149	RAPGEF4-AS1	ENSG00000228016
11069	RAPGEF4	ENSG00000091428
51776	MAP3K20	ENSG00000091436
339751	MAP3K20-AS1	ENSG00000238133
83879	CDCA7	ENSG00000144354
6670	SP3	ENSG00000172845
100128905	LINC01960	ENSG00000260868
29789	OLA1	ENSG00000138430
285084	LINC01305	ENSG00000231453
100131390	SP9	ENSG00000217236
9541	CIR1	ENSG00000138433
79634	SCRN3	ENSG00000144306
151556	GPR155	ENSG00000163328
7456	WIPF1	ENSG00000115935
1134	CHRNA1	ENSG00000138435
1123	CHN1	ENSG00000128656
1386	ATF2	ENSG00000115966
100126350	MIR933	ENSG00000215973
518	ATP5MC3	ENSG00000154518
80856	LNPK	ENSG00000144320
344191	EVX2	ENSG00000174279
3239	HOXD13	ENSG00000128714
3238	HOXD12	ENSG00000170178
3237	HOXD11	ENSG00000128713
3236	HOXD10	ENSG00000128710
3235	HOXD9	ENSG00000128709
3234	HOXD8	ENSG00000175879
406903	MIR10B	ENSG00000207744
3233	HOXD4	ENSG00000170166
3232	HOXD3	ENSG00000128652
401022	HAGLR	ENSG00000224189
3231	HOXD1	ENSG00000128645
102465802	MIR7704	ENSG00000283880
10651	MTX2	ENSG00000128654
100302142	MIR1246	ENSG00000283203
375295	LINC01116	ENSG00000163364
102724224	LINC01117	ENSG00000224577
220988	HNRNPA3	ENSG00000170144
100616394	MIR4444-1	ENSG00000284252
4780	NFE2L2	ENSG00000116044
100422824	MIR3128	ENSG00000265396
100130691	LOC100130691	ENSG00000213963
102465255	MIR6512	ENSG00000278418
8540	AGPS	ENSG00000018510
150737	TTC30B	ENSG00000196659
92104	TTC30A	ENSG00000197557
50940	PDE11A	ENSG00000128655
105373764	PDE11A-AS1	ENSG00000229941
129831	RBM45	ENSG00000155636
114880	OSBPL6	ENSG00000079156
101927027	CHROMR	ENSG00000223960
8575	PRKRA	ENSG00000180228
494513	PJVK	ENSG00000204311
51661	FKBP7	ENSG00000079150
65977	PLEKHA3	ENSG00000116095
100506866	TTN-AS1	ENSG00000237298
7273	TTN	ENSG00000155657
101927055	LOC101927055	ENSG00000237298
285025	CCDC141	ENSG00000163492
91404	SESTD1	ENSG00000187231
151126	ZNF385B	ENSG00000144331
100302172	MIR1258	ENSG00000221240
57703	CWC22	ENSG00000163510
101669767	SCHLAP1	ENSG00000281131
10477	UBE2E3	ENSG00000170035
100616213	MIR4437	ENSG00000266705
3676	ITGA4	ENSG00000115232
375298	CERKL	ENSG00000188452
4760	NEUROD1	ENSG00000162992
6744	ITPRID2	ENSG00000138434
151242	PPP1R1C	ENSG00000150722
